"gene_id","gene_name","Lmx1a_E1_R1","Lmx1a_E1_R2","Lmx1a_E1_R3","Lmx1a_E1_R4","Sox3U3_R1","Sox3U3_R2","Sox3U3_R3","Sox3U3_R4"
"ENSGALG00000008428","CDK15",32,26,97,113,73,57,28,20
"ENSGALG00000034973","FZD7",133,120,399,244,456,142,109,110
"ENSGALG00000041115","ENSGALG00000041115",0,4,1,3,7,10,1,2
"ENSGALG00000008435","SUMO1",2985,2545,8358,8406,13418,5715,3609,3388
"ENSGALG00000008454","NOP58",3825,3456,12483,13139,20249,7516,4001,3864
"ENSGALG00000024697","RF00575",6,4,7,6,9,4,5,2
"ENSGALG00000025093","RF00575_1",2,4,12,10,23,5,5,3
"ENSGALG00000025679","RF01192",6,7,12,8,23,10,5,0
"ENSGALG00000025599","RF01182",10,3,10,7,12,1,2,1
"ENSGALG00000052219","ENSGALG00000052219",7,8,22,18,15,9,12,5
"ENSGALG00000008459","BMPR2",111,69,271,143,348,132,78,56
"ENSGALG00000008466","ENSGALG00000008466",7,7,8,14,42,21,6,16
"ENSGALG00000049421","ENSGALG00000049421",9,2,7,11,29,10,2,4
"ENSGALG00000008470","WDR12",1351,1148,4153,4435,8090,3643,1660,1691
"ENSGALG00000008474","CARF",26,24,67,69,216,87,32,36
"ENSGALG00000008479","PLEKHM3",31,49,124,147,405,175,53,68
"ENSGALG00000042439","ENSGALG00000042439",11,2,26,20,23,9,8,10
"ENSGALG00000008485","CCNYL1",60,53,182,156,263,96,45,46
"ENSGALG00000008493","METTL21A",91,74,271,233,329,126,93,105
"ENSGALG00000008494","CREB1",584,411,1958,1748,3423,1649,789,871
"ENSGALG00000054751","ENSGALG00000054751",3,2,13,4,33,17,4,7
"ENSGALG00000008501","KLF7",131,106,433,448,1359,560,250,197
"ENSGALG00000008516","CPO",5,6,13,12,38,7,4,8
"ENSGALG00000008529","FASTKD2",843,775,2602,3109,5556,2383,1117,1162
"ENSGALG00000008548","MDH1B",36,38,110,146,253,112,46,27
"ENSGALG00000008562","DYTN",3,11,23,22,66,15,16,26
"ENSGALG00000020836","FAM237A",29,31,111,90,461,169,76,156
"ENSGALG00000008582","ADAM23",60,50,160,182,410,156,73,104
"ENSGALG00000053997","ENSGALG00000053997",193,190,662,583,1374,561,256,368
"ENSGALG00000008589","GPR1",28,35,132,162,184,117,34,114
"ENSGALG00000008590","EEF1B2",10707,8614,30427,25853,47474,18719,11133,9843
"ENSGALG00000025418","RF00403",12,9,24,27,30,25,11,10
"ENSGALG00000037985","RF00535",0,0,0,0,0,0,0,0
"ENSGALG00000030331","RF00280",1,0,0,0,0,0,0,0
"ENSGALG00000026469","RF00134",0,0,0,0,0,0,0,0
"ENSGALG00000008606","NDUFS1",1807,1600,6092,7356,15159,6431,2277,1501
"ENSGALG00000029701","INO80D",143,111,517,438,828,359,173,223
"ENSGALG00000008621","NRP2",429,382,1359,1259,1179,482,252,214
"ENSGALG00000042645","PARD3B",188,180,586,606,1575,544,258,328
"ENSGALG00000046972","ENSGALG00000046972",4,4,6,8,22,4,0,0
"ENSGALG00000008656","ICOS",9,5,12,20,69,5,13,15
"ENSGALG00000055013","ENSGALG00000055013",1,1,7,8,20,4,2,7
"ENSGALG00000008666","CTLA4",6,7,5,9,54,10,4,4
"ENSGALG00000008669","CD28",8,4,18,22,62,15,15,7
"ENSGALG00000049221","ENSGALG00000049221",0,0,0,0,0,0,0,0
"ENSGALG00000046782","ENSGALG00000046782",0,0,0,0,0,0,0,0
"ENSGALG00000054939","RAPH1",102,97,364,233,359,149,113,95
"ENSGALG00000008714","ABI2",183,141,524,470,646,293,115,162
"ENSGALG00000008730","CYP20A1",642,542,1856,1864,3642,1633,655,812
"ENSGALG00000025154","gga-mir-1659",0,0,0,1,0,0,0,0
"ENSGALG00000008738","ENSGALG00000008738",281,252,794,969,1842,670,344,352
"ENSGALG00000008786","NBEAL1",169,119,448,345,712,241,182,108
"ENSGALG00000053410","ENSGALG00000053410",8,4,7,0,9,8,5,0
"ENSGALG00000008803","ENSGALG00000008803",201,158,659,504,1734,985,341,497
"ENSGALG00000008818","IDH1",579,551,1519,1796,5238,2301,1198,1378
"ENSGALG00000008842","PIKFYVE",102,57,363,285,815,305,118,179
"ENSGALG00000053678","ENSGALG00000053678",121,73,357,217,585,194,83,91
"ENSGALG00000008862","DNAJC10",1090,951,3461,3562,7045,2969,1571,1745
"ENSGALG00000008885","PDE1A",25,26,50,40,143,36,8,6
"ENSGALG00000017936","RF00015",4,1,2,1,8,0,1,3
"ENSGALG00000008896","PPP1R1C",61,62,235,472,133,51,25,16
"ENSGALG00000008903","ITPRID2",91,98,257,188,362,172,121,175
"ENSGALG00000053494","ENSGALG00000053494",1,2,23,9,10,9,7,24
"ENSGALG00000008908","NEUROD1",29,29,116,19,167,49,17,4
"ENSGALG00000048686","ENSGALG00000048686",16,25,49,47,181,84,64,19
"ENSGALG00000008910","ENSGALG00000008910",20,26,71,71,146,72,51,43
"ENSGALG00000041577","ITGA4",1172,845,3142,2813,2555,1302,569,539
"ENSGALG00000051682","ENSGALG00000051682",43,25,98,20,155,47,29,29
"ENSGALG00000020793","UBE2E3",444,365,1297,1168,1453,769,459,410
"ENSGALG00000047806","ENSGALG00000047806",6,8,11,3,25,6,13,3
"ENSGALG00000048202","ENSGALG00000048202",11,12,34,25,69,18,23,21
"ENSGALG00000052694","ENSGALG00000052694",1,3,2,3,2,1,0,0
"ENSGALG00000009001","CWC22",887,860,3064,2972,6552,2557,1362,1374
"ENSGALG00000009012","ZNF385B",10,11,39,55,182,83,44,42
"ENSGALG00000009031","SESTD1",531,585,1728,1730,3311,1584,705,748
"ENSGALG00000020788","ENSGALG00000020788",269,239,754,757,633,245,120,104
"ENSGALG00000052741","ENSGALG00000052741",10,11,49,6,136,22,3,18
"ENSGALG00000052907","ENSGALG00000052907",8,11,50,34,37,40,12,26
"ENSGALG00000050089","ENSGALG00000050089",0,3,16,0,26,7,1,0
"ENSGALG00000051229","ENSGALG00000051229",4,3,10,12,43,2,8,1
"ENSGALG00000051776","ENSGALG00000051776",26,26,134,133,333,96,65,82
"ENSGALG00000033766","gga-mir-7474",0,0,0,0,0,0,0,0
"ENSGALG00000048310","ENSGALG00000048310",5,8,21,2,93,11,4,8
"ENSGALG00000009135","PLEKHA3",114,107,371,280,730,236,132,152
"ENSGALG00000009149","ENSGALG00000009149",232,253,1058,902,2052,734,297,223
"ENSGALG00000047956","ENSGALG00000047956",9,14,51,30,74,61,24,33
"ENSGALG00000023439","PJVK",11,28,45,25,112,39,18,15
"ENSGALG00000009172","OSBPL6",89,81,290,267,751,366,156,185
"ENSGALG00000009202","RBM45",964,708,2688,2542,5429,2329,1165,1337
"ENSGALG00000040718","ENSGALG00000040718",0,3,6,0,6,1,0,3
"ENSGALG00000042374","ENSGALG00000042374",30,15,77,46,110,30,41,32
"ENSGALG00000009224","TTC30B",102,102,380,387,576,116,53,85
"ENSGALG00000009236","AGPS",185,166,627,433,635,229,141,147
"ENSGALG00000009240","NFE2L2",320,267,1110,1115,2954,1343,491,735
"ENSGALG00000009250","HNRNPA3",4618,3477,11809,9537,14908,6134,3953,3584
"ENSGALG00000051743","ENSGALG00000051743",7,13,36,13,42,13,11,8
"ENSGALG00000053082","ENSGALG00000053082",12,24,25,20,59,21,13,25
"ENSGALG00000048012","ENSGALG00000048012",9,3,10,30,33,13,4,6
"ENSGALG00000040585","ENSGALG00000040585",5,9,10,8,6,10,4,4
"ENSGALG00000009264","MTX2",1187,959,3515,3756,5880,2480,1323,1265
"ENSGALG00000026751","ENSGALG00000026751",1,0,0,0,8,0,1,0
"ENSGALG00000023420","HOXD3",22,32,160,143,85,57,6,2
"ENSGALG00000025481","gga-mir-1713",1,1,1,5,5,2,1,0
"ENSGALG00000023419","HOXD4",264,182,685,759,835,384,178,180
"ENSGALG00000018331","gga-mir-10b",1,0,7,2,2,4,0,1
"ENSGALG00000037272","HOXD8",0,0,0,0,3,1,1,2
"ENSGALG00000027513","HOXD9",0,2,0,6,12,0,3,7
"ENSGALG00000009270","HOXD10",0,0,2,3,16,3,3,2
"ENSGALG00000039629","HOXD11",0,1,1,3,9,3,2,3
"ENSGALG00000009274","HOXD12",0,0,9,1,10,12,4,11
"ENSGALG00000032039","HOXD13",0,1,1,5,3,3,1,2
"ENSGALG00000020768","EVX2",0,0,2,3,2,1,0,0
"ENSGALG00000037944","LNPK",304,291,986,866,1948,871,364,458
"ENSGALG00000048418","ENSGALG00000048418",3,11,12,24,43,28,6,14
"ENSGALG00000009286","ATP5MC3",7686,5616,20687,19365,30380,10068,7002,5546
"ENSGALG00000009287","ATF2",264,223,770,996,2228,880,323,399
"ENSGALG00000026082","RF02271_58",7,7,23,41,41,8,7,5
"ENSGALG00000009293","CHN1",127,96,372,410,815,363,156,155
"ENSGALG00000025238","gga-mir-1570",0,0,3,7,6,0,3,1
"ENSGALG00000009301","CHRNA1",14,9,74,55,88,40,20,17
"ENSGALG00000036441","WIPF1",119,125,349,350,230,126,57,56
"ENSGALG00000014209","GPR155",48,52,194,161,201,143,54,47
"ENSGALG00000031751","SCRN3",240,185,670,559,1417,646,300,364
"ENSGALG00000014276","CIR1",368,301,1011,826,1863,734,485,358
"ENSGALG00000043079","SP9",2,0,6,9,18,5,8,7
"ENSGALG00000009325","OLA1",1796,1586,4905,5518,8980,3471,1803,1824
"ENSGALG00000031796","SP3",1148,1107,4271,4348,7271,3237,1072,971
"ENSGALG00000051813","ENSGALG00000051813",5,6,64,9,70,21,23,28
"ENSGALG00000051221","ENSGALG00000051221",2,3,11,2,19,9,2,2
"ENSGALG00000048327","ENSGALG00000048327",4,3,15,1,35,5,9,12
"ENSGALG00000034363","ENSGALG00000034363",1,3,15,8,44,3,7,3
"ENSGALG00000053292","ENSGALG00000053292",14,4,20,14,47,9,10,26
"ENSGALG00000038862","ENSGALG00000038862",0,1,9,1,8,7,7,2
"ENSGALG00000040833","ENSGALG00000040833",954,844,3247,3296,5655,2577,1014,1165
"ENSGALG00000035237","ENSGALG00000035237",81,88,277,298,697,357,117,163
"ENSGALG00000043694","RAPGEF4",52,30,132,186,672,229,112,194
"ENSGALG00000053415","ENSGALG00000053415",10,4,25,8,59,30,18,14
"ENSGALG00000054168","ENSGALG00000054168",44,37,95,74,177,55,48,51
"ENSGALG00000042330","PPP1R9B",941,846,2937,2486,4887,2341,1141,1155
"ENSGALG00000013235","PDK1",183,160,536,403,874,366,228,157
"ENSGALG00000034007","ITGA6",638,447,1755,2057,3730,1714,734,750
"ENSGALG00000050674","ENSGALG00000050674",10,5,21,4,29,8,8,7
"ENSGALG00000039436","DLX2",4,3,14,7,6,5,2,1
"ENSGALG00000018439","DLX1",51,38,169,24,69,25,66,28
"ENSGALG00000030254","METAP1D",57,58,274,153,261,144,87,44
"ENSGALG00000009545","SLC25A12",374,266,931,831,2270,1021,462,562
"ENSGALG00000009525","HAT1",1057,852,3245,3470,5187,2255,1160,1028
"ENSGALG00000009551","DYNC1I2",854,730,2547,2938,6399,2755,1286,1442
"ENSGALG00000030703","CYBRD1",71,41,217,239,161,72,59,39
"ENSGALG00000037327","DCAF17",106,119,413,348,670,243,160,92
"ENSGALG00000009564","METTL8",71,61,154,124,251,73,55,54
"ENSGALG00000009569","TLK1",212,188,653,547,1142,491,317,265
"ENSGALG00000009583","GORASP2",1695,1449,5289,5604,10892,5036,2456,2655
"ENSGALG00000021856","ENSGALG00000021856",6,4,7,6,10,3,0,2
"ENSGALG00000034070","GAD1",12,16,66,33,95,37,16,25
"ENSGALG00000054630","ENSGALG00000054630",2,0,6,1,25,2,6,0
"ENSGALG00000034094","SP5",6,5,41,31,87,28,4,4
"ENSGALG00000009602","MYO3B",28,46,44,57,330,66,77,32
"ENSGALG00000009608","ENSGALG00000009608",113,158,336,270,551,214,139,150
"ENSGALG00000035605","ENSGALG00000035605",18,13,49,29,83,32,11,12
"ENSGALG00000009676","METTL5",120,83,459,371,776,299,158,84
"ENSGALG00000009677","SSB",3238,2758,9031,8853,12376,4645,2618,2610
"ENSGALG00000020737","KLHL23",24,20,46,62,98,44,11,14
"ENSGALG00000020736","PHOSPHO2",63,68,274,339,434,128,64,30
"ENSGALG00000044224","ENSGALG00000044224",24,30,95,79,215,83,32,40
"ENSGALG00000031069","ENSGALG00000031069",381,306,1053,922,1289,460,362,306
"ENSGALG00000009839","PPIG",2027,1557,5210,4858,7587,2888,1850,1860
"ENSGALG00000009841","FASTKD1",122,158,346,357,647,388,127,156
"ENSGALG00000038813","KLHL41",11,11,68,42,101,48,12,19
"ENSGALG00000009846","BBS5",457,310,1053,877,2430,1081,477,658
"ENSGALG00000052447","ENSGALG00000052447",16,4,26,25,15,13,15,11
"ENSGALG00000010657","ENSGALG00000010657",5,6,47,29,92,38,10,9
"ENSGALG00000053716","ENSGALG00000053716",0,7,17,6,59,6,4,6
"ENSGALG00000010858","LRP2",106,109,304,257,462,253,112,97
"ENSGALG00000048104","ENSGALG00000048104",150,115,408,256,564,195,135,161
"ENSGALG00000042928","ENSGALG00000042928",9,7,27,8,37,17,11,18
"ENSGALG00000010873","DHRS9",8,13,17,18,48,16,21,21
"ENSGALG00000010891","ABCB11",45,69,188,124,422,151,78,94
"ENSGALG00000049197","RF02271_59",2,1,7,1,5,1,1,0
"ENSGALG00000010899","G6PC2",57,61,252,81,315,130,46,119
"ENSGALG00000010900","SPC25",900,946,3052,2897,4834,1877,1026,812
"ENSGALG00000010902","CERS6",103,77,353,247,841,470,229,201
"ENSGALG00000025244","gga-mir-1733",0,0,3,4,0,0,6,0
"ENSGALG00000049757","ENSGALG00000049757",0,6,6,0,10,9,7,5
"ENSGALG00000010930","STK39",169,127,571,577,1554,757,349,378
"ENSGALG00000010931","B3GALT1",5,8,29,5,32,2,6,4
"ENSGALG00000053054","ENSGALG00000053054",6,9,38,9,66,16,10,22
"ENSGALG00000049151","ENSGALG00000049151",29,43,125,85,197,56,39,33
"ENSGALG00000048526","ENSGALG00000048526",6,5,22,16,27,15,13,4
"ENSGALG00000025485","gga-mir-1591",0,1,2,0,5,0,0,0
"ENSGALG00000052591","ENSGALG00000052591",5,8,30,16,38,12,17,7
"ENSGALG00000054539","ENSGALG00000054539",1,4,3,3,7,0,3,2
"ENSGALG00000027793","SCN9A",61,54,212,171,297,113,127,124
"ENSGALG00000054493","ENSGALG00000054493",0,0,1,0,1,0,1,0
"ENSGALG00000010943","SCN1A",30,40,98,86,253,79,47,68
"ENSGALG00000051482","ENSGALG00000051482",0,0,0,0,0,0,0,0
"ENSGALG00000010956","TTC21B",197,178,585,588,1846,781,382,393
"ENSGALG00000010960","GALNT3",96,85,191,250,1512,587,279,380
"ENSGALG00000053091","ENSGALG00000053091",19,27,86,45,211,80,27,70
"ENSGALG00000010971","CSRNP3",142,121,475,340,689,358,143,131
"ENSGALG00000011009","SCN2A",41,33,129,47,324,52,68,55
"ENSGALG00000053456","ENSGALG00000053456",0,0,0,0,0,0,0,0
"ENSGALG00000053819","ENSGALG00000053819",0,4,4,2,9,11,6,5
"ENSGALG00000011040","ENSGALG00000011040",24,46,90,51,282,49,63,60
"ENSGALG00000048381","ENSGALG00000048381",0,0,0,0,0,0,0,0
"ENSGALG00000011052","SLC38A11",78,74,239,156,392,111,70,59
"ENSGALG00000011068","COBLL1",98,106,366,276,800,317,219,229
"ENSGALG00000053942","ENSGALG00000053942",11,27,29,14,65,25,25,11
"ENSGALG00000020703","GRB14",20,13,61,36,118,24,23,28
"ENSGALG00000051255","ENSGALG00000051255",3,8,15,5,18,10,11,5
"ENSGALG00000049409","ENSGALG00000049409",2,11,27,8,107,22,17,10
"ENSGALG00000011069","FIGN",1575,1267,4481,3737,4202,1864,878,1138
"ENSGALG00000048597","ENSGALG00000048597",6,14,44,21,87,32,29,37
"ENSGALG00000051785","ENSGALG00000051785",8,5,50,11,26,10,6,9
"ENSGALG00000051420","ENSGALG00000051420",0,3,14,9,33,10,6,10
"ENSGALG00000038543","KCNH7",5,24,62,22,153,29,25,25
"ENSGALG00000041192","IFIH1",16,22,81,76,334,76,65,49
"ENSGALG00000011099","FAP",62,57,151,187,319,98,62,57
"ENSGALG00000011104","GCG",12,19,41,11,85,404,14,25
"ENSGALG00000042452","DPP4",69,116,261,169,561,188,142,143
"ENSGALG00000030032","SLC4A10",46,71,90,156,583,282,160,189
"ENSGALG00000049558","ENSGALG00000049558",18,21,35,22,94,26,34,32
"ENSGALG00000036378","TBR1",11,0,32,9,27,24,10,11
"ENSGALG00000011128","PSMD14",1877,1709,5945,6538,11130,4536,2420,2372
"ENSGALG00000011131","TANK",206,138,411,420,977,564,293,388
"ENSGALG00000047628","ENSGALG00000047628",0,10,31,5,36,10,4,16
